TotalCharges,MonthlyCharges,tenure,Contract,PaymentMethod,OnlineSecurity,TechSupport,InternetService,gender,OnlineBackup,PaperlessBilling,MultipleLines
-0.8780003,1.0182929,-1.1960039,0,2,0,0,1,0,2,0,0
-0.99865675,-1.4926823,-1.2774446,1,1,1,1,2,1,1,0,0
2.100178,1.3041221,1.4100994,2,2,0,2,1,0,2,1,2
-0.8957257,-0.012021189,-1.1552835,0,3,0,2,0,0,0,1,2
-0.7840755,-1.4860351,-0.2594355,1,0,1,1,2,1,1,1,0
-0.93437725,0.7058751,-1.2367243,0,2,0,0,1,1,0,1,2
-0.99057764,-1.4893587,-1.2367243,0,3,1,1,2,0,1,0,0
0.30112585,1.3257254,-0.21871513,1,0,0,2,1,1,2,1,2
0.5039858,-0.3377334,1.2879384,2,2,0,2,0,0,2,1,1
-0.7116949,-0.85455227,-0.5851984,0,2,0,0,0,0,0,1,1
1.3295088,0.4964887,1.4100994,2,2,2,0,0,1,0,1,2
0.7698008,0.35689774,0.71785325,1,2,2,2,0,1,0,0,0
0.81803244,1.3273872,0.26992923,1,1,2,2,1,0,0,1,0
-0.84378564,0.78730315,-1.1552835,0,2,0,0,1,1,0,1,0
-0.5069366,1.3057839,-0.8702409,0,0,0,2,1,0,0,1,2
-0.93565756,0.5563134,-1.2367243,0,3,0,0,1,0,0,0,0
-0.8483329,-1.5109621,-0.66663915,1,0,1,1,2,0,1,1,0
0.43379053,0.64771223,0.22920887,0,1,0,2,1,0,2,1,0
2.0483704,0.98671883,1.6137012,2,1,2,0,1,0,2,1,2
-0.69394743,-0.8329489,-0.54447806,0,2,0,0,0,0,2,1,1
-0.9985684,-1.4860351,-1.2774446,0,3,1,1,2,1,1,0,0
0.3559797,0.27879328,0.39209032,1,2,0,2,0,1,0,0,0
-0.8557939,-0.6717546,-0.992402,2,3,2,2,0,1,0,1,1
-0.5130069,-1.4943441,0.9621754,2,1,1,1,2,0,1,1,0
0.973632,0.22063039,1.2064976,1,1,2,2,0,1,0,0,0
-0.9546633,-0.37595472,-1.2367243,0,2,2,0,0,1,0,0,0
0.12992002,0.34692696,0.10704778,0,2,0,0,1,1,0,1,2
-0.7528408,-1.4943441,-0.09655403,1,1,1,1,2,1,1,0,0
1.2856477,0.84878963,1.0843365,2,1,2,2,0,0,2,0,2
2.13543,1.4387276,1.3286587,1,1,0,2,1,0,2,1,2
1.8240764,1.1761637,1.2064976,1,2,0,0,1,0,0,1,2
0.16122092,-0.09511104,0.3106496,0,3,2,2,0,1,2,1,0
0.05427246,1.1595457,-0.34087622,0,0,0,0,1,1,2,1,2
-0.39349836,0.77733237,-0.7073595,0,2,0,0,1,0,0,0,0
-0.06686958,-0.12502338,0.10704778,0,3,2,0,0,1,2,0,0
0.94478124,0.68925714,0.7585736,2,1,2,2,0,0,2,0,0
-0.6629997,-0.9559219,-0.4630373,0,3,0,2,0,1,2,1,1
1.626426,0.8404807,1.369379,2,1,2,2,0,0,2,1,2
1.6413921,0.57293135,1.5729809,2,1,2,2,0,0,0,1,0
1.4700317,1.1911198,1.0028958,0,2,0,0,1,0,2,1,2
-0.9672013,-0.51554567,-1.2367243,0,2,2,0,0,1,0,1,0
-0.8056197,0.5330482,-1.0738428,0,2,0,0,1,1,0,1,2
-0.5801339,-1.5076385,0.55497175,2,3,1,1,2,0,1,0,0
-0.16814503,0.35689774,-0.30015585,0,2,0,0,1,1,2,1,0
-0.99254227,-1.4860351,-1.2367243,0,3,1,1,2,1,1,0,0
0.038180526,0.80890656,-0.30015585,0,2,0,0,1,0,0,1,2
-0.5776175,-1.2018678,0.18848851,0,1,0,2,0,0,0,0,1
0.49784923,1.3174164,0.025607055,0,2,0,0,1,0,2,1,2
-0.88188535,-1.4960059,-0.66663915,2,3,1,1,2,1,1,0,0
-0.6421177,1.0349109,-0.9516817,0,0,0,2,1,1,0,1,0
-0.9874211,-0.64682764,-1.2774446,0,2,0,0,0,1,0,0,0
-0.96570027,-1.4744025,-1.1552835,0,1,1,1,2,0,1,0,0
0.42136288,0.88867277,0.10704778,0,1,0,2,1,1,0,1,2
-0.7005696,-1.4943441,0.18848851,1,2,1,1,2,0,1,1,0
1.7030448,1.5201557,0.9621754,1,2,2,0,1,0,2,0,2
-0.8042291,-1.5076385,-0.21871513,0,1,1,1,2,1,1,1,0
-0.6791799,-1.4744025,0.22920887,2,0,1,1,2,1,1,0,0
-0.76341426,-0.97253984,-0.66663915,0,1,0,0,0,0,0,1,1
2.076603,1.3539759,1.3286587,0,2,0,0,1,0,2,1,2
-0.6662225,-0.18817167,-0.74807984,1,1,0,2,0,0,0,0,0
-0.79652524,0.8222009,-1.1145631,0,2,0,0,1,1,0,1,0
2.3325286,1.3805647,1.6137012,2,0,0,0,1,1,2,1,2
-0.91270065,-0.46735355,-1.1552835,0,2,0,0,0,0,0,0,2
-0.5412616,-0.35767496,-0.50375766,1,3,2,2,0,1,0,0,0
-0.5272226,-1.4843733,1.0028958,2,0,1,1,2,0,1,1,0
1.676225,0.9900424,1.3286587,2,1,2,2,1,1,2,0,2
-0.86541814,0.69424254,-1.1552835,0,2,0,0,1,0,0,1,2
-0.73187053,-1.4960059,-0.015113308,1,0,1,1,2,0,1,0,0
-0.6084549,-1.5142857,0.5142514,2,2,1,1,2,1,1,0,0
-0.2130656,0.6078291,-0.42231694,0,2,0,0,1,1,0,0,2
0.3171295,0.80059755,0.066327415,0,3,0,0,1,1,2,0,2
0.8198204,0.7374492,0.59569216,1,0,2,2,0,1,2,1,0
-0.8358611,-1.4860351,-0.5851984,2,1,1,1,2,1,1,0,0
-0.9722783,0.4931651,-1.2774446,0,2,0,0,1,0,0,1,0
-0.88535094,-0.6667692,-1.0738428,0,1,0,0,0,1,0,0,0
-0.44797698,-0.9941432,0.14776814,0,0,0,2,0,0,2,1,1
0.16740164,0.28876406,0.10704778,1,0,0,2,0,1,0,1,2
0.0040982882,0.80392116,-0.30015585,0,2,0,0,1,1,2,1,2
-0.89162,-0.4457502,-1.1145631,0,2,0,0,0,1,2,1,0
-0.9181308,-0.54878163,-1.1552835,0,3,2,2,0,0,0,0,1
0.2344845,-0.19481885,0.59569216,1,3,2,2,0,0,2,1,0
-0.11523369,-0.8263017,0.799294,0,2,2,0,0,1,0,1,1
-0.97965103,-1.4594464,-1.1552835,0,3,1,1,2,0,1,0,0
0.60674024,-0.3909109,1.4508197,2,2,0,0,0,0,2,1,1
-0.81778246,-1.471079,-0.4630373,1,0,1,1,2,1,1,0,0
1.9600302,1.3174164,1.2879384,1,0,2,2,1,0,0,1,2
-0.97199136,0.5147685,-1.2774446,0,2,0,0,1,0,0,1,0
-0.9656782,0.05445069,-1.2367243,0,0,2,0,0,1,0,0,0
1.0238061,0.67596275,0.9214551,0,2,2,0,1,0,2,1,2
2.3521304,1.345667,1.6137012,2,0,2,0,1,1,0,0,2
-0.996648,-1.3414588,-1.2774446,0,3,0,0,0,0,0,0,1
-0.49340522,1.1761637,-0.8295206,0,0,0,0,1,0,0,1,2
1.6590734,1.2077378,1.0843365,0,2,0,0,1,0,2,0,2
1.9076706,1.2841805,1.247218,0,2,0,0,1,1,2,1,2
-0.8953284,-1.3414588,-0.91096133,0,3,1,1,2,1,1,1,2
-0.75500405,-1.331488,-0.34087622,2,3,1,1,2,0,1,0,2
1.9505162,1.3074456,1.3286587,2,0,0,2,1,1,0,1,2
-0.40243834,0.13754053,-0.50375766,0,1,0,2,0,0,2,1,2
0.3105073,-0.13831776,0.6364125,1,0,2,2,0,0,0,1,2
1.1916567,0.5197539,1.2064976,0,0,0,2,0,1,2,1,0
-0.96027005,-1.5043149,-1.0738428,0,0,1,1,2,0,1,0,0
-0.4373373,-0.33108622,-0.34087622,0,1,0,0,0,1,2,0,2
-0.12287129,-0.13000877,0.066327415,0,0,2,2,0,0,0,1,2
-0.32849047,-1.0323645,0.55497175,1,1,0,2,0,1,0,0,1
-0.46300936,-0.64184225,-0.2594355,0,2,0,0,0,1,0,0,0
-0.81546474,-1.3265026,-0.54447806,0,3,0,0,0,0,0,1,1
-0.4589919,-0.3377334,-0.34087622,1,0,0,2,0,1,0,0,2
1.5441562,1.214385,1.0028958,2,1,2,2,1,0,0,0,2
-0.37096083,-1.5009913,1.4508197,2,1,1,1,2,0,1,0,0
-0.680107,0.3120292,-0.8295206,0,2,0,2,0,1,0,1,0
-0.6131787,0.3934573,-0.8295206,0,2,0,0,1,0,0,1,2
-0.10832453,-0.4623682,0.3106496,0,2,0,0,0,0,2,1,1
-0.13512234,0.7324639,-0.3815966,0,2,0,0,1,1,0,0,2
-0.8833643,0.18739446,-1.1552835,0,2,0,0,1,0,0,0,0
0.507628,-0.47233894,1.4100994,1,1,0,0,0,0,2,0,0
-0.029343802,-0.08680205,0.10704778,1,0,2,0,0,0,0,1,0
-0.6292265,0.7274785,-0.91096133,0,2,0,0,1,1,0,1,2
-0.9599169,-1.4744025,-1.0738428,2,1,1,1,2,1,1,1,0
-0.6298225,0.68094814,-0.91096133,0,2,0,0,1,1,0,1,2
-0.28339332,1.0266019,-0.62591875,0,0,0,2,1,1,0,1,2
1.6720308,0.9568065,1.3286587,1,2,2,2,1,1,0,0,2
-0.9361211,0.8222009,-1.2367243,0,2,0,0,1,0,2,0,2
1.0755917,1.0448817,0.6771329,0,2,0,0,1,1,0,1,2
1.5005822,1.418786,0.7585736,1,0,2,0,1,0,2,0,2
2.5428054,1.5783186,1.6137012,2,0,0,2,1,1,2,1,2
0.2988964,0.13587874,0.47353107,0,1,0,0,1,1,0,0,0
0.21227807,0.057774287,0.39209032,2,1,0,2,0,0,0,0,0
-0.98693544,-1.3381352,-1.2367243,0,2,0,0,0,0,0,0,1
0.14170752,0.91692334,-0.17799476,0,3,2,0,1,0,0,1,0
-0.12746267,-0.1167144,0.066327415,1,3,2,2,0,0,0,0,1
0.089215584,0.48319432,-0.05583367,1,3,0,2,0,1,0,1,2
-0.99881124,-1.5043149,-1.2774446,0,3,1,1,2,0,1,0,0
-0.3213606,0.14917313,-0.42231694,0,2,0,0,1,0,0,1,0
-0.9357017,0.39013368,-1.2367243,0,2,0,0,1,1,0,1,2
2.50773,1.5234792,1.6137012,2,1,0,2,1,1,2,1,2
-0.82418394,-0.455721,-0.992402,0,2,0,0,0,1,0,1,0
0.99160016,-0.010359392,1.6137012,2,0,2,2,0,0,2,0,1
-0.6335751,-0.48064795,-0.62591875,0,3,2,0,0,1,0,1,0
2.1289403,1.0714705,1.6137012,2,0,2,2,1,0,2,1,2
0.39527142,-0.57703215,1.369379,2,3,2,2,0,0,2,1,1
0.15634258,0.35191235,0.10704778,0,1,0,0,1,1,0,0,2
-0.8991913,-0.26627612,-1.1552835,0,2,2,0,0,1,0,0,0
-0.39826635,-1.4976677,1.6137012,2,1,1,1,2,0,1,0,0
1.4027061,0.6676538,1.3286587,2,0,2,2,0,0,2,1,0
-0.38376373,-1.4810498,1.4915402,2,0,1,1,2,0,1,0,0
0.92899835,0.20733601,1.3286587,2,0,2,0,0,0,2,0,0
0.34291193,0.51643026,0.22920887,1,1,2,2,0,0,2,0,0
-0.0149515625,0.9385267,-0.34087622,0,2,0,0,1,1,0,1,2
-0.76434135,1.3473288,-1.1145631,0,2,0,0,1,1,2,0,2
-0.416654,-0.332748,-0.34087622,0,2,2,0,0,1,0,0,2
-0.99627274,-1.3132082,-1.2774446,0,2,0,0,0,0,0,0,1
1.8718667,1.4287568,1.1657772,1,2,2,0,1,1,2,1,2
1.6113274,0.7042133,1.5322605,2,1,0,2,0,1,2,1,2
-0.99633896,-1.3181937,-1.2774446,0,3,0,0,0,0,0,1,1
-0.8554628,-0.63187146,-1.0331224,0,3,0,0,0,1,0,1,0
-0.9986126,-1.4893587,-1.2774446,0,0,1,1,2,1,1,0,0
0.55590385,0.5496662,0.5142514,0,3,2,2,0,0,2,0,2
-0.7294865,-0.12668519,-0.91096133,0,3,0,2,0,0,0,1,0
-0.1355859,0.19902703,-0.1372744,0,2,0,0,1,1,0,1,0
0.6681942,0.004596781,1.0436162,2,1,2,2,0,0,2,1,0
-0.4498091,-1.4860351,1.4100994,2,0,1,1,2,0,1,1,0
-0.4935156,0.7058751,-0.74807984,0,3,2,2,1,0,0,1,2
-0.5124992,-1.3048992,0.5142514,2,3,1,1,2,0,1,0,2
0.8112116,-0.12668519,1.4100994,1,0,2,2,0,1,2,1,0
0.27785987,1.1346188,-0.05583367,0,2,0,2,1,0,0,1,0
-0.92720324,0.97176266,-1.2367243,0,2,0,0,1,1,0,1,2
-0.6906584,-1.4926823,0.18848851,1,0,1,1,2,0,1,1,0
1.114177,0.31369102,1.3286587,2,1,0,2,0,1,2,1,2
-0.92049277,1.009984,-1.2367243,0,2,0,0,1,0,0,1,2
-0.96766484,-1.1669701,-1.1960039,0,3,0,0,0,0,2,0,1
1.5211331,0.53471005,1.6137012,2,0,2,2,0,1,2,1,2
-0.68953264,-1.4594464,0.14776814,1,0,1,1,2,1,1,0,0
1.6674836,0.7191695,1.6137012,2,0,2,2,0,0,2,1,2
-0.6836609,-0.8346107,-0.54447806,0,2,0,0,0,1,0,1,1
0.16481899,1.3689321,-0.30015585,0,3,0,0,1,1,2,0,2
-0.9576433,-1.4644318,-1.0738428,0,3,1,1,2,0,1,0,0
-0.998745,-1.4993294,-1.2774446,0,3,1,1,2,1,1,0,0
0.8445212,0.24389555,1.0843365,2,0,0,2,0,0,0,1,2
-0.9168947,0.4865179,-1.1960039,0,2,0,0,1,0,2,1,2
-0.6642579,0.36520672,-0.91096133,0,3,0,0,1,0,0,1,2
-0.4771367,0.85543686,-0.78880024,0,2,0,0,1,1,0,1,0
-0.45349547,-0.19149527,-0.42231694,0,2,2,0,0,1,2,0,2
2.4692328,1.46864,1.6137012,2,1,2,2,1,1,2,1,2
0.8187167,-0.075169474,1.369379,2,0,2,2,0,0,2,1,1
-0.78751904,0.98671883,-1.1145631,0,2,0,0,1,1,0,1,0
2.652094,1.6381432,1.6137012,2,1,2,2,1,1,2,1,2
-0.85720664,-0.53382546,-1.0331224,0,2,0,0,0,1,0,0,0
2.0783908,1.2675625,1.4100994,2,0,0,2,1,1,2,0,2
-0.976649,0.16412929,-1.2774446,0,0,0,0,1,0,0,0,0
-0.007468481,-0.5221929,0.47353107,1,2,0,0,0,0,0,1,1
-0.37968007,-1.4976677,1.6137012,2,1,1,1,2,1,1,0,0
1.4504963,1.0149693,1.0028958,0,1,0,2,1,0,2,1,0
-0.9100959,-0.6634456,-1.1145631,0,3,0,0,0,0,0,0,0
-0.96706885,-1.4827116,-1.1552835,0,2,1,1,2,0,1,0,0
1.9700297,1.3390198,1.3286587,1,0,0,2,1,0,2,1,2
-0.22251326,1.0349109,-0.54447806,0,1,0,0,1,1,0,1,0
-0.8601204,-0.6651074,-1.0331224,0,2,0,0,0,1,0,0,0
-0.60302466,-1.4926823,0.6364125,2,1,1,1,2,1,1,0,0
-0.37120363,0.28045508,-0.54447806,0,2,2,0,1,0,0,1,0
-0.9852799,-0.48563334,-1.2774446,0,3,0,0,0,1,0,1,0
-0.6054749,-0.48729512,-0.54447806,0,1,0,0,0,1,0,0,2
1.2168211,1.1379423,0.7585736,0,2,0,0,1,1,2,1,0
-0.5428068,0.8305099,-0.8295206,0,0,0,0,1,0,2,1,2
-0.65319884,-1.4827116,0.35136998,2,3,1,1,2,1,1,0,0
1.1435575,0.95348287,0.84001434,1,2,0,2,1,0,0,1,0
-0.98759764,-0.66012204,-1.2774446,0,0,0,0,0,0,0,1,0
-0.5600466,0.34360337,-0.74807984,0,2,0,0,1,1,0,1,2
1.7767719,0.79062676,1.5322605,2,1,2,2,0,1,2,1,2
0.13499704,0.4881797,-0.05583367,1,3,0,2,0,1,2,1,2
2.5402892,1.7428365,1.4508197,1,1,2,2,1,1,2,1,2
0.87101,0.6560212,0.6771329,0,2,0,0,1,1,0,0,2
-0.5981242,-1.4893587,0.55497175,2,3,1,1,2,0,1,1,0
-0.23816372,0.47987074,-0.4630373,1,2,0,2,1,0,0,0,0
1.5011781,0.45494378,1.6137012,2,0,2,2,0,0,2,0,2
0.8469052,0.96843904,0.5142514,0,0,0,0,1,1,0,1,2
2.2152276,1.3473288,1.4508197,0,2,0,0,1,1,2,1,2
1.0939131,0.017891157,1.5322605,2,1,2,2,0,0,0,0,2
0.0047825817,1.1695164,-0.3815966,1,1,2,0,1,1,0,1,0
-0.8566768,0.7424346,-1.1552835,0,3,0,2,1,0,0,1,2
-0.9764282,0.18074726,-1.2774446,0,2,0,0,1,0,0,1,0
0.45571,1.0133076,0.18848851,0,2,0,0,1,0,0,1,2
0.5577801,1.2343266,0.18848851,0,0,0,0,1,0,2,1,2
1.8014286,0.79062676,1.6137012,2,1,2,2,0,1,2,0,2
0.06990085,-0.35767496,0.47353107,1,2,2,0,0,1,0,1,1
-0.15538627,-0.0086975945,-0.09655403,1,1,0,0,0,1,2,0,0
1.4815764,1.3440051,0.8807347,1,2,0,2,1,1,2,1,2
-0.90237,0.18074726,-1.1552835,0,2,0,0,1,1,0,1,0
-0.8374504,0.51144487,-1.1145631,0,2,0,0,1,1,2,1,2
-0.70527136,-1.4810498,0.10704778,2,3,1,1,2,1,1,1,0
0.39187202,-0.1133908,0.799294,0,0,0,2,0,1,2,0,2
2.3585098,1.5002141,1.6137012,2,2,2,2,1,0,2,1,0
1.3791311,1.4919051,0.71785325,0,0,2,2,1,0,2,1,2
-0.8769408,-1.5093002,-0.66663915,1,1,1,1,2,0,1,0,0
0.5263026,1.0199548,0.10704778,0,2,0,0,1,1,0,1,2
1.7173929,0.7191695,1.5729809,2,1,0,2,1,1,0,1,2
1.8392633,1.5085231,1.0843365,1,2,2,0,1,1,2,1,2
2.237169,1.3190782,1.5322605,2,0,0,2,1,0,2,1,2
-0.97461814,0.3170146,-1.2774446,0,3,0,2,1,1,0,1,0
0.24574223,-0.43577942,0.9214551,0,0,0,0,0,0,0,0,2
2.4025252,1.6431286,1.5322605,2,0,2,2,1,0,2,1,2
-0.791691,0.14584953,-1.0331224,0,0,0,0,1,1,0,0,0
1.2837495,1.1927817,0.71785325,1,2,0,2,1,0,0,1,2
-0.44331935,-1.4810498,1.2879384,2,3,1,1,2,0,1,0,0
-0.75899947,0.17243828,-0.992402,0,1,0,0,1,1,0,1,0
1.1579719,0.57791674,1.1657772,0,2,0,0,1,1,2,1,2
-0.97667104,0.1624675,-1.2774446,0,2,0,0,1,0,0,1,0
-0.51324975,-0.5088985,-0.3815966,1,2,0,2,0,0,0,1,0
-0.6803719,0.052788895,-0.8702409,0,2,0,2,0,0,0,1,2
-0.1872611,0.5014741,-0.34087622,0,2,2,0,1,1,0,1,2
-0.7026887,-1.4677553,0.025607055,1,3,1,1,2,1,1,0,0
-0.44426855,-1.3181937,0.84001434,2,1,1,1,2,0,1,0,2
-0.8069883,-1.4577845,-0.3815966,2,3,1,1,2,1,1,0,0
-0.4860546,0.7158459,-0.74807984,0,2,0,0,1,0,2,1,0
1.5117517,0.6593448,1.5322605,2,0,2,2,1,1,2,0,0
-0.23803128,0.47987074,-0.42231694,0,2,2,2,0,0,0,1,2
-0.86985505,-1.4960059,-0.7073595,0,3,1,1,2,1,1,0,0
2.1195147,1.4254332,1.3286587,2,0,0,2,1,0,2,1,2
1.741895,0.68759537,1.6137012,2,1,0,2,0,1,2,1,2
2.0272014,1.4204478,1.247218,1,2,0,0,1,0,2,1,2
-0.86680883,0.14252593,-1.1145631,0,3,0,0,1,0,0,1,0
0.7205537,1.6098927,0.10704778,2,3,2,2,1,0,2,1,2
-0.6428903,0.33861798,-0.8702409,0,2,0,0,1,1,0,1,2
-0.9200071,-0.63353324,-1.1145631,0,2,0,0,0,0,0,0,1
0.095043115,0.47987074,-0.05583367,2,3,0,2,0,0,2,0,0
-0.98479426,-0.4490738,-1.2774446,0,3,0,2,0,1,0,0,0
0.015422244,0.29374945,-0.015113308,2,3,2,2,0,0,2,0,0
-0.68516195,-0.1167144,-0.8702409,1,2,0,0,0,1,2,1,0
0.9862362,0.8670694,0.6771329,0,1,0,0,1,0,0,1,2
1.5524119,0.7856414,1.4100994,1,0,0,0,1,1,2,1,2
1.8970972,0.96843904,1.5322605,2,0,2,2,1,0,2,0,2
-0.9987671,-1.5009913,-1.2774446,0,3,1,1,2,0,1,1,0
-0.91711545,-1.446152,-0.9516817,0,3,1,1,2,1,1,1,0
-0.82957,-1.471079,-0.4630373,0,1,1,1,2,1,1,0,0
-0.77107394,-1.479388,-0.17799476,0,3,1,1,2,0,1,0,0
2.0782804,1.3506523,1.4100994,1,2,0,0,1,1,2,1,2
-0.45901397,0.764038,-0.7073595,0,0,2,0,1,1,0,1,2
-0.828974,0.6261089,-1.1145631,0,2,0,0,1,0,2,1,0
-0.19602448,0.45162016,-0.30015585,0,0,2,2,0,0,2,1,2
-0.9708435,-1.4727408,-1.1552835,0,1,1,1,2,0,1,0,0
-0.80840105,0.19902703,-1.0331224,0,1,0,2,0,0,0,1,0
-0.9872003,-0.6302097,-1.2774446,0,2,0,0,0,0,0,0,0
-0.4958113,-1.4926823,1.0436162,2,3,1,1,2,0,1,1,0
-0.46808636,0.16745289,-0.5851984,0,2,0,0,1,0,0,1,0
1.3300385,0.8205391,1.1250569,0,2,0,0,1,0,2,0,2
-0.8783314,-1.4744025,-0.74807984,2,3,1,1,2,0,1,0,0
-0.09004727,-0.5055749,0.39209032,0,2,0,0,0,0,2,1,0
-0.991571,-0.9592455,-1.2774446,0,2,0,0,0,1,0,0,1
0.4098844,-0.49560413,1.2879384,2,2,0,2,0,0,2,0,1
1.5011781,1.3556378,0.84001434,2,2,0,0,1,0,2,0,2
-0.9766931,0.1608057,-1.2774446,0,2,0,0,1,0,0,1,0
1.0811764,1.3423433,0.5142514,0,2,2,0,1,0,2,1,2
0.39728016,1.3606231,-0.09655403,0,0,2,2,1,1,2,1,2
-0.49283132,0.19071804,-0.62591875,0,0,0,0,1,0,0,0,0
-0.028593287,0.30372024,-0.05583367,0,2,0,0,1,0,0,1,2
0.19819486,0.27879328,0.26992923,0,1,0,0,1,1,0,1,2
1.45639,1.0598378,1.0843365,0,0,0,2,1,0,2,1,2
-0.5864912,1.0000132,-0.91096133,0,2,0,0,1,0,2,1,2
-0.89537257,0.51809204,-1.1960039,0,2,0,0,1,1,0,1,0
0.6873103,0.84712785,0.4328107,0,2,0,0,1,0,2,1,2
-0.9036503,0.649374,-1.1960039,0,2,0,0,1,1,2,0,0
-0.054728888,1.3174164,-0.4630373,0,2,0,0,1,1,2,0,2
-0.23445529,-0.49061874,0.025607055,0,2,0,2,0,1,2,1,1
-0.8927237,-1.3514296,-0.9516817,1,0,0,0,0,1,0,0,1
-0.95823926,-0.13000877,-1.2367243,0,2,0,0,0,0,0,0,0
-0.89724886,-0.97253984,-1.0331224,1,1,0,2,0,1,0,1,1
-0.9520144,-1.3198555,-1.1145631,0,3,0,0,0,0,0,0,1
-0.94389117,0.17243828,-1.2367243,0,3,0,0,1,1,0,0,0
-0.47455406,0.20068882,-0.62591875,0,2,0,0,1,1,0,1,0
1.7194237,1.2177086,1.1250569,1,0,2,0,1,0,0,1,2
-0.62417156,-1.4910206,0.47353107,2,3,1,1,2,0,1,0,0
1.7781626,0.70753694,1.6137012,2,1,2,2,0,1,2,0,2
1.8447819,0.9202469,1.4915402,2,3,0,2,1,1,2,1,2
-0.97435325,-0.668431,-1.2367243,0,3,0,0,0,1,0,0,0
-0.9700709,0.6593448,-1.2774446,0,2,0,0,1,0,0,1,2
1.6281477,1.435404,1.0028958,2,2,0,2,1,1,0,0,2
-0.5459634,-0.21808402,-0.54447806,1,2,0,0,0,0,2,0,0
0.71152544,0.98173344,0.35136998,0,0,2,0,1,0,2,1,2
2.3172755,1.5434208,1.4100994,2,0,0,2,1,1,2,1,2
-0.8069221,0.8022593,-1.1145631,0,3,2,0,1,0,0,1,0
-0.45190614,0.6078291,-0.7073595,0,2,0,2,1,0,0,1,2
2.7352686,1.7910285,1.5729809,2,2,2,2,1,0,2,1,2
-0.9848384,-1.4694172,-1.1960039,0,1,1,1,2,1,1,1,0
-0.20809895,-1.331488,1.5729809,2,0,1,1,2,0,1,0,2
1.8509184,0.91193795,1.5322605,2,0,2,2,0,0,2,1,2
-0.94278747,-0.74321187,-1.1552835,0,3,2,2,0,1,2,0,1
-0.8270756,0.6909189,-1.1145631,0,2,0,0,1,1,2,1,0
-0.4428558,-1.479388,1.1657772,2,1,1,1,2,0,1,0,0
-0.9538907,-1.2749869,-1.1960039,2,3,1,1,2,1,1,1,2
-0.9480411,-0.6800636,-1.1960039,0,3,0,0,0,0,0,0,0
0.2614589,0.75406724,0.066327415,0,2,0,0,1,0,0,0,2
2.2913828,1.3606231,1.5729809,1,0,0,0,1,1,2,1,2
-0.03691518,0.87537843,-0.3815966,2,1,2,2,0,0,2,1,2
-0.73337156,-1.5026531,0.14776814,1,3,1,1,2,0,1,0,0
-0.51799566,0.12756976,-0.7073595,0,0,0,0,1,1,0,1,0
-0.7389342,-0.32277724,-0.8702409,0,0,0,0,0,1,0,1,0
-0.5008442,0.35025057,-0.7073595,0,1,0,0,1,0,2,1,0
0.20607527,-0.7033287,1.2064976,2,1,0,0,0,0,2,1,1
-0.71803015,1.0049986,-1.0331224,0,3,0,0,1,1,0,0,2
-0.785422,0.5230774,-1.0738428,0,2,0,2,1,0,0,1,2
-0.6975013,-1.3165318,-0.1372744,0,2,1,1,2,0,1,0,2
1.9014679,0.82884806,1.6137012,1,2,0,0,1,1,2,1,2
1.5961626,0.68427175,1.4915402,2,1,2,2,0,0,0,1,2
-0.32138264,1.2160468,-0.7073595,0,2,0,2,1,1,0,1,0
-0.8742919,-1.4976677,-0.66663915,2,3,1,1,2,0,1,0,0
0.45354673,0.19237985,0.59569216,0,0,0,0,1,0,0,0,0
0.32746014,0.16412929,0.6364125,1,0,2,2,0,0,0,0,0
1.1506212,0.13255516,1.6137012,2,1,2,0,0,0,2,0,0
-0.31928563,0.29707307,-0.4630373,0,2,0,0,1,1,0,1,2
2.523888,1.5085231,1.6137012,2,2,0,2,1,0,2,1,2
-0.7795503,0.16412929,-1.0331224,0,1,2,0,0,1,0,0,0
0.0023544433,0.68094814,-0.21871513,0,2,0,0,1,0,0,1,2
-0.8743581,0.3286472,-1.1552835,0,2,0,0,1,1,0,1,2
-0.9219496,-0.6235625,-1.1552835,0,3,0,0,0,0,0,1,0
0.035266757,0.86540765,-0.2594355,0,2,0,0,1,0,0,1,0
0.4553789,0.50313586,0.39209032,0,2,0,0,1,1,0,0,2
1.4654845,0.5712696,1.4915402,2,0,0,2,0,1,2,1,2
-0.5550579,-1.4727408,0.6771329,2,1,1,1,2,0,1,0,0
-0.9739559,0.36686853,-1.2774446,0,2,0,0,1,0,2,0,0
0.16528255,0.11261359,0.22920887,0,1,0,2,0,0,2,0,2
0.67486054,1.1728401,0.18848851,0,2,0,0,1,0,0,1,2
-0.4857014,0.5712696,-0.74807984,2,3,0,2,0,1,2,0,0
-0.9724991,0.47654712,-1.2774446,0,2,0,0,1,1,0,1,0
-0.92846143,-1.5043149,-0.9516817,0,2,1,1,2,0,1,1,0
-0.4442244,-0.4523974,-0.34087622,0,2,2,0,0,1,0,1,0
-0.81016695,-0.29951206,-0.992402,0,2,0,0,0,0,2,0,2
-0.96954113,0.6992279,-1.2774446,0,3,0,0,1,0,0,0,2
1.3774093,0.47987074,1.6137012,2,1,2,2,0,0,2,0,2
2.3231032,1.3539759,1.6137012,2,2,2,0,1,0,0,1,2
-0.601038,-0.31280646,-0.62591875,0,1,2,2,0,0,0,1,0
0.9967213,-0.013682986,1.4508197,2,1,2,2,0,0,2,0,1
0.35880518,0.029523736,0.6364125,1,2,0,0,0,0,2,1,0
-0.7628183,0.36354494,-1.0331224,0,2,2,2,0,0,2,1,0
