gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0.0,0,0,0.39209032,1,0,0,2,0,2,0,0,0,0,0,1,-0.3393952,0.07643475,0
0,0.0,0,0,-1.2367243,1,0,2,1,1,1,1,1,1,0,0,3,-1.4660935,-0.99033487,1
1,0.0,0,1,-0.3815966,0,1,0,2,2,0,2,0,0,1,0,0,-0.8013748,-0.5891622,0
0,0.0,1,1,-0.5851984,1,0,2,1,1,1,1,1,1,0,0,3,-1.4727408,-0.84981185,0
1,0.0,1,1,1.2064976,1,2,2,1,1,1,1,1,1,1,0,0,-1.3281645,-0.35568562,0
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,3,0.20068882,-0.9761633,1
1,0.0,0,0,-0.66663915,1,2,1,0,0,0,2,0,2,0,1,1,0.8072447,-0.36789253,1
0,0.0,0,0,-1.1960039,1,2,1,0,0,0,0,2,2,0,1,2,1.058176,-0.87855214,1
1,0.0,0,0,1.4100994,1,2,0,2,2,2,2,2,2,1,1,0,0.7989358,1.598701,0
1,0.0,0,0,1.2064976,1,0,2,1,1,1,1,1,1,2,1,1,-1.4860351,-0.47691596,0
0,0.0,1,0,1.0028958,1,2,1,0,2,2,0,2,2,0,1,1,1.32074,1.606736,1
1,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,0,0,0,1,2,0.16745289,-0.9426771,0
0,0.0,1,1,-0.3815966,1,2,0,2,0,2,2,2,0,2,1,0,0.41173705,-0.23068064,0
0,0.0,0,1,-0.30015585,0,1,0,2,0,0,2,0,0,2,0,0,-0.987496,-0.63461256,0
0,0.0,0,0,1.6137012,1,2,1,0,2,2,2,2,2,2,1,0,1.4403894,2.4246655,0
0,0.0,1,0,-1.2367243,1,2,1,0,0,0,0,2,0,0,1,2,0.64106506,-0.94823974,0
0,0.0,0,0,-0.992402,1,0,2,1,1,1,1,1,1,1,1,0,-1.4810498,-0.9451935,0
0,0.0,0,0,-1.1145631,1,2,0,0,0,0,0,0,0,0,1,3,-0.47067717,-0.89707226,1
1,0.0,0,0,0.10704778,0,1,0,0,0,2,0,2,2,0,0,2,-0.5172075,-0.25617608,0
1,0.0,0,0,-0.34087622,1,2,2,1,1,1,1,1,1,1,0,2,-1.3348116,-0.74577713,0
0,0.0,1,1,-1.2367243,1,0,1,0,0,0,0,0,0,0,1,2,0.22893937,-0.9474892,0
1,0.0,1,1,1.6137012,1,2,1,2,2,2,2,0,2,2,1,1,1.3340343,2.4063883,0
0,0.0,0,0,0.35136998,1,2,1,2,2,2,2,2,0,0,1,2,1.3872119,0.88317275,0
1,0.0,0,1,-1.1552835,1,0,0,2,0,0,0,0,0,0,0,2,-0.5122221,-0.9104491,1
1,0.0,0,0,-0.2594355,1,0,1,0,2,0,0,0,0,1,0,0,0.35689774,-0.11646983,0
1,0.0,0,0,-1.0331224,1,0,1,0,2,0,0,2,2,0,1,2,0.9800716,-0.71207017,1
0,0.0,1,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.13920234,-0.9769801,1
0,0.0,1,1,-1.1552835,1,2,0,0,2,0,2,0,0,0,1,3,-0.20811324,-0.90815336,0
1,0.0,0,0,0.6364125,1,0,0,0,2,2,2,2,2,2,0,1,0.46989995,0.6576207,0
1,0.0,0,0,-1.2367243,1,2,1,0,0,0,0,2,2,0,1,2,0.96677727,-0.920559,1
0,0.0,1,0,-0.8295206,1,0,0,2,0,2,2,2,2,1,1,2,0.47987074,-0.5907295,0
1,0.0,1,0,1.1250569,1,2,1,2,0,2,2,2,2,0,1,0,1.4852579,1.8943601,0
1,0.0,0,0,0.9214551,1,0,0,2,0,2,2,0,0,2,1,2,-0.18484807,0.39465335,0
1,0.0,0,0,-1.2774446,0,1,0,0,0,0,2,0,0,0,0,3,-1.183588,-0.99455094,0
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,3,-1.4860351,-0.9985684,0
1,0.0,0,0,-1.1552835,1,2,1,0,0,0,0,0,0,0,1,2,0.3751775,-0.8666322,1
1,0.0,0,0,-1.2774446,0,1,0,0,0,0,0,0,0,0,1,3,-1.339797,-0.9966259,1
0,0.0,0,0,0.39209032,1,0,0,0,0,2,2,0,2,2,0,1,0.057774287,0.21227807,0
0,0.0,0,0,-1.2774446,1,0,0,2,0,0,0,0,0,0,0,0,-0.5055749,-0.9855448,0
1,0.0,0,0,-1.0331224,1,2,1,0,0,2,0,2,0,0,1,1,0.8172155,-0.7284711,1
1,0.0,0,0,-1.1960039,1,0,1,0,0,2,0,0,0,0,1,1,0.29374945,-0.90477604,0
0,0.0,1,0,1.6137012,1,2,0,2,2,2,0,2,2,2,1,1,0.5945347,1.6058531,0
1,0.0,0,0,-0.7073595,1,2,0,0,0,0,0,0,0,0,1,2,-0.5238547,-0.6766414,0
1,0.0,1,0,-1.1552835,1,0,1,0,0,0,0,2,0,0,1,2,0.51809204,-0.8717092,1
0,0.0,0,0,-0.8702409,1,2,2,1,1,1,1,1,1,1,0,2,-1.31487,-0.8991913,0
0,0.0,0,0,-1.1145631,1,2,2,1,1,1,1,1,1,0,0,3,-1.306561,-0.9479307,0
0,0.0,0,0,-1.2774446,1,0,0,2,0,2,0,0,0,0,1,2,-0.29785028,-0.9827855,1
1,0.0,1,0,1.6137012,1,2,1,2,0,2,2,2,2,2,1,1,1.53345,2.6307483,0
0,0.0,1,0,0.9214551,1,2,1,0,2,0,0,0,0,0,1,1,0.43167862,0.87610906,0
0,0.0,1,1,0.3106496,1,2,2,1,1,1,1,1,1,0,1,2,-1.2816341,-0.5317257,0
0,0.0,1,0,1.0028958,1,0,2,1,1,1,1,1,1,2,0,0,-1.4910206,-0.5149053,0
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,2,0,0,1,2,0.47488534,-0.9725211,1
1,0.0,1,0,-1.2774446,1,0,1,2,0,0,0,2,2,0,1,2,1.0049986,-0.96547955,1
0,0.0,0,0,-1.2774446,0,1,0,0,0,0,0,0,0,0,0,3,-1.31487,-0.9962948,1
1,0.0,1,1,0.799294,1,2,0,0,2,2,0,2,2,1,1,2,0.53471005,0.7936186,0
1,0.0,0,0,0.35136998,1,2,1,0,0,2,0,2,2,0,1,2,1.1180007,0.8413867,1
1,0.0,1,0,0.4328107,1,0,0,0,0,0,0,2,0,1,1,3,-0.27957052,0.04822419,0
0,0.0,1,1,0.59569216,1,0,2,1,1,1,1,1,1,2,0,0,-1.5109621,-0.61428237,0
1,0.0,0,0,-1.1960039,1,2,0,0,0,0,0,0,0,0,0,0,-0.47732434,-0.946827,0
1,0.0,1,1,1.369379,1,2,0,2,2,2,2,2,0,2,0,1,0.4865179,1.2682314,1
1,0.0,1,1,0.9214551,1,0,0,0,0,2,2,0,0,2,1,1,-0.31613004,0.36995256,0
1,0.0,0,0,-0.1372744,1,0,2,1,1,1,1,1,1,1,0,3,-1.5176092,-0.7736566,0
0,0.0,0,1,-0.8295206,1,2,1,0,0,0,0,2,0,0,1,2,0.64106506,-0.58070785,0
0,0.0,1,0,1.369379,1,2,1,0,2,2,0,2,2,0,1,2,1.3440051,2.0550587,0
1,0.0,0,0,0.10704778,1,2,1,0,0,2,0,2,2,0,1,2,1.2177086,0.53612554,1
1,0.0,1,0,-0.91096133,1,2,1,0,0,2,0,0,2,0,1,2,0.8321717,-0.6037752,1
1,0.0,1,1,-0.21871513,1,2,1,0,0,0,0,0,0,0,1,0,0.36520672,-0.15580568,0
0,0.0,0,0,1.0436162,1,0,1,0,0,0,2,2,2,0,1,2,1.0149693,1.5609766,0
1,0.0,1,0,0.8807347,1,0,1,2,2,2,2,2,2,2,0,0,1.4952286,1.6901095,1
1,0.0,0,0,-0.9516817,1,0,2,1,1,1,1,1,1,0,0,3,-1.4926823,-0.92848355,0
1,0.0,0,0,-1.2367243,1,0,2,1,1,1,1,1,1,1,0,1,-1.5109621,-0.9949262,1
1,0.0,0,0,-1.0738428,1,0,1,0,0,0,0,0,0,0,1,2,0.14418773,-0.8153764,0
0,0.0,0,0,-0.2594355,1,0,1,0,0,0,0,2,2,0,1,2,0.8803638,0.03085196,1
0,0.0,0,0,-0.9516817,1,0,2,1,1,1,1,1,1,0,0,3,-1.479388,-0.92523867,0
1,0.0,1,0,-0.992402,1,0,0,0,2,2,0,0,0,0,1,3,-0.332748,-0.81058633,0
1,0.0,0,0,-0.8295206,1,0,1,0,0,0,0,2,0,0,1,2,0.55465156,-0.60479057,0
0,0.0,0,0,-0.7073595,1,2,0,0,0,0,0,0,0,0,1,2,-0.52053106,-0.70741254,1
1,0.0,1,0,0.4328107,1,2,0,2,0,2,0,2,2,1,1,2,0.51310664,0.57378376,0
1,0.0,0,0,0.39209032,1,2,1,0,0,0,2,2,2,0,1,2,1.181149,0.8569268,0
0,0.0,0,0,-0.05583367,1,2,0,2,0,2,2,0,0,0,0,1,0.01622936,-0.12697704,1
0,0.0,0,1,1.369379,1,2,1,2,0,2,2,0,0,2,1,1,0.87039304,1.6105769,0
0,0.0,0,0,-0.5851984,1,2,1,0,2,0,2,0,0,0,1,2,0.68759537,-0.34261784,1
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,3,-1.4876969,-0.9985905,0
1,0.0,1,0,1.1657772,1,2,1,0,2,0,2,2,0,2,1,2,0.9750862,1.4817752,1
1,0.0,0,0,-0.91096133,1,2,1,0,2,0,0,0,0,0,0,2,0.5014741,-0.6554504,0
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,1,2,0.22893937,-0.97578806,1
0,0.0,0,0,-0.5851984,1,0,1,0,2,0,0,0,0,0,1,2,0.29208767,-0.40725046,0
1,0.0,1,0,-0.34087622,1,2,1,0,2,2,0,2,2,0,1,2,1.3257254,0.115020074,1
0,0.0,1,1,-1.1960039,1,0,2,1,1,1,1,1,1,0,0,3,-1.5109621,-0.9832712,0
1,0.0,0,0,0.71785325,1,0,2,1,1,1,1,1,1,1,0,1,-1.4827116,-0.57077456,0
1,0.0,1,1,-1.2774446,1,0,0,0,0,0,0,0,0,0,0,2,-0.6717546,-0.9877522,0
1,0.0,0,0,-1.2367243,1,0,0,2,0,0,2,0,0,0,1,3,-0.34271878,-0.9688789,0
1,0.0,0,0,-0.62591875,1,0,2,1,1,1,1,1,1,1,1,0,-1.4993294,-0.8522179,0
1,0.0,1,1,1.4915402,1,2,1,0,2,2,0,2,2,2,1,2,1.337358,2.2143886,0
1,0.0,1,0,1.6137012,1,2,0,2,2,2,2,2,2,2,1,1,0.79561216,1.7746528,0
0,0.0,0,0,-1.1960039,1,2,1,0,0,0,0,0,0,0,1,2,0.31535283,-0.9145769,1
1,0.0,1,1,0.71785325,1,2,0,2,2,2,0,0,2,2,1,0,0.34526518,0.68011415,0
0,0.0,0,0,0.84001434,1,0,2,1,1,1,1,1,1,2,0,3,-1.479388,-0.54455066,0
0,0.0,1,0,1.0436162,1,2,1,2,2,0,2,2,2,2,1,1,1.4736253,1.8152468,0
1,0.0,0,0,0.55497175,0,1,0,2,0,0,0,0,0,1,1,0,-1.1304106,-0.34992433,0
1,0.0,1,0,1.6137012,1,2,1,2,2,2,2,2,2,0,1,1,1.599922,2.551569,0
0,0.0,0,0,-1.2774446,1,2,1,0,0,0,0,0,0,0,1,2,0.31369102,-0.9746623,1
0,0.0,1,1,-1.0738428,1,2,1,0,2,2,0,2,0,0,1,3,0.97342443,-0.7784025,0
1,0.0,1,0,1.6137012,1,2,0,2,2,2,2,0,2,2,0,0,0.46823815,1.5368938,0
1,0.0,0,0,-1.1552835,1,0,0,0,0,0,0,0,2,0,1,3,-0.31446823,-0.9021272,0
0,0.0,1,1,0.799294,1,0,2,1,1,1,1,1,1,2,0,3,-1.5093002,-0.55194545,0
1,0.0,1,1,-1.318165,1,2,2,1,1,1,1,1,1,2,0,3,-1.3098847,-0.3904632,0
0,0.0,0,0,-1.2367243,1,0,2,1,1,1,1,1,1,1,0,3,-1.4727408,-0.9920566,0
0,0.0,1,0,1.3286587,1,0,2,1,1,1,1,1,1,2,0,0,-1.5093002,-0.4246889,0
1,0.0,1,0,0.4328107,1,2,1,0,2,0,0,2,2,0,1,2,1.2044142,0.9299696,1
1,0.0,1,0,-1.1552835,1,2,1,0,2,0,0,2,2,0,1,2,1.1778255,-0.8219103,1
1,0.0,1,0,-0.30015585,1,2,1,2,0,0,0,0,2,1,1,2,0.8072447,-0.046120033,1
0,0.0,1,0,0.7585736,1,2,0,0,2,0,2,2,2,1,1,1,0.46159095,0.73680013,0
1,0.0,0,0,-0.8295206,1,2,0,0,0,2,0,2,2,0,0,0,0.33197078,-0.6422943,0
0,0.0,1,1,1.0028958,1,0,0,2,0,0,0,2,2,1,1,0,0.17742367,0.7202226,1
0,0.0,1,1,-0.34087622,1,0,2,1,1,1,1,1,1,1,0,3,-1.4910206,-0.77189064,0
0,0.0,1,0,1.2879384,1,2,0,0,0,2,2,0,0,1,0,0,-0.21309863,0.6509765,0
0,0.0,0,0,-1.1552835,1,0,1,0,2,2,2,2,2,1,1,2,1.3589613,-0.81144726,1
0,0.0,0,0,-0.2594355,1,2,1,0,0,2,0,2,2,0,1,0,1.1877962,0.14040516,0
0,0.0,1,1,-0.7073595,1,0,2,1,1,1,1,1,1,0,0,3,-1.4860351,-0.8819074,0
1,0.0,1,0,1.2879384,1,2,2,1,1,1,1,1,1,2,0,1,-1.2999139,-0.23889217,0
1,0.0,1,0,0.14776814,1,2,1,0,2,0,0,2,2,0,1,2,1.0548525,0.5095484,1
0,0.0,1,0,-0.21871513,1,2,1,0,0,0,0,2,2,0,0,1,1.0049986,0.079745844,0
1,0.0,1,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,3,0.20235063,-0.9761413,1
0,0.0,0,0,0.10704778,1,2,0,2,0,2,2,2,2,1,1,1,0.7042133,0.36562607,1
1,0.0,0,0,-1.1552835,1,0,1,0,0,2,0,0,0,0,1,2,0.30372024,-0.88343054,1
0,0.0,1,1,-0.992402,1,0,0,0,0,0,0,0,0,0,1,2,-0.64184225,-0.8256408,0
1,0.0,0,0,-0.91096133,1,0,2,1,1,1,1,1,1,0,1,1,-1.4876969,-0.9197422,0
0,0.0,0,0,-1.2367243,1,0,0,0,2,0,0,0,0,0,0,3,-0.5172075,-0.9616386,0
0,0.0,1,0,1.0436162,1,2,1,2,2,2,0,2,2,2,1,0,1.4852579,1.7052742,1
1,0.0,1,0,0.7585736,1,0,0,2,2,2,2,2,2,2,1,1,0.61447626,0.79798925,0
0,0.0,1,1,0.55497175,1,0,2,1,1,1,1,1,1,2,1,3,-1.5126239,-0.6258933,0
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,1,0,-1.4993294,-0.998745,0
1,0.0,0,0,0.55497175,1,2,1,0,0,0,0,0,0,0,0,0,0.2671607,0.42712417,0
0,0.0,1,0,0.71785325,1,2,1,2,2,0,2,2,2,0,1,0,1.4919051,1.3791311,0
1,0.0,1,1,0.84001434,1,0,0,0,2,0,2,2,0,0,0,1,0.007920375,0.47762945,0
1,0.0,1,0,1.1657772,1,2,1,0,2,2,2,2,2,0,1,2,1.6398051,2.1412797,0
1,0.0,0,0,-1.1145631,1,0,2,1,1,1,1,1,1,0,0,0,-1.4660935,-0.96611965,0
1,0.0,0,0,0.59569216,1,0,0,2,2,2,2,2,2,1,1,0,0.7374492,0.8198204,0
0,0.0,0,0,0.8807347,1,2,1,0,2,2,0,2,0,1,1,0,0.9966896,1.2537287,0
1,0.0,0,1,-0.54447806,0,1,0,0,0,0,0,0,0,0,1,1,-1.3098847,-0.75749844,0
0,0.0,0,1,-0.2594355,1,0,1,0,2,2,2,2,2,2,1,2,1.3523141,0.19132985,0
1,0.0,1,1,1.5322605,1,2,2,1,1,1,1,1,1,2,0,3,-1.3082229,-0.22068113,0
1,0.0,1,0,-0.62591875,1,2,1,0,2,2,0,2,2,0,1,2,1.25593,-0.23814164,0
0,0.0,0,0,-0.09655403,1,2,1,0,2,0,0,2,2,0,1,2,1.1778255,0.30986717,1
0,0.0,0,1,-1.2774446,1,2,2,1,1,1,1,1,1,0,0,3,-1.3547531,-0.99682456,0
0,0.0,1,1,-0.54447806,1,2,2,1,1,1,1,1,1,2,0,3,-1.3015757,-0.7929051,0
0,0.0,1,0,-0.2594355,1,0,0,0,2,2,0,2,2,2,1,1,0.29042587,-0.16609216,0
0,0.0,1,1,-0.4630373,1,0,1,0,2,0,0,0,0,0,1,0,0.30870563,-0.31619528,1
1,0.0,1,0,0.71785325,1,2,1,0,2,0,0,2,2,1,1,2,1.1130154,1.1375976,0
0,0.0,1,0,1.4508197,0,1,0,2,0,2,0,2,2,1,1,2,-0.3443806,0.63649595,0
1,0.0,0,0,-1.1960039,1,2,1,0,0,2,0,2,2,0,1,0,1.222694,-0.87570465,1
1,0.0,1,1,-0.9516817,1,0,1,0,0,2,2,2,2,0,0,2,1.2742097,-0.5789861,0
0,0.0,1,1,0.7585736,0,1,0,2,0,0,2,0,0,2,0,0,-1.0157466,-0.2207032,0
0,0.0,0,0,-0.9516817,1,0,0,0,0,0,0,0,0,0,1,2,-0.69834334,-0.8283118,0
1,0.0,1,1,0.35136998,1,2,1,0,2,2,2,2,2,1,1,2,1.5683478,0.9946464,1
1,0.0,0,0,-0.42231694,1,2,1,0,2,0,0,2,2,0,1,2,1.1927817,0.059172887,0
0,0.0,1,1,-0.4630373,0,1,0,2,0,2,0,2,2,1,1,2,-0.2928649,-0.49660596,1
1,0.0,1,1,1.5729809,1,2,1,2,2,2,2,2,2,2,1,0,1.7046151,2.6557581,0
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,0,2,-0.63187146,-0.98722243,1
1,0.0,1,1,-0.2594355,1,2,0,0,0,2,2,2,2,1,1,1,0.57293135,-0.08777364,0
1,0.0,1,0,1.5729809,1,2,0,2,2,0,2,0,0,2,0,0,0.012905766,1.0594777,0
1,0.0,0,0,-1.1552835,1,0,0,0,0,0,0,0,0,0,1,1,-0.6634456,-0.92963135,0
0,0.0,0,0,-0.8295206,1,2,1,2,0,0,0,0,0,0,1,2,0.49981228,-0.56541055,0
0,0.0,1,0,-0.5851984,1,2,1,0,0,0,2,2,0,0,1,2,0.80059755,-0.30337027,0
0,0.0,0,0,-1.1960039,1,2,1,0,0,0,0,0,0,0,1,2,0.33861798,-0.9136498,0
0,0.0,1,0,1.6137012,1,2,1,2,2,0,0,2,2,1,1,0,1.3988445,2.3819964,0
1,0.0,0,0,-0.8702409,1,0,1,0,2,0,0,0,0,0,0,2,0.33861798,-0.64739335,1
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,2,0,0,1,0.51144487,-0.9720355,1
1,0.0,0,0,-0.78880024,1,0,2,1,1,1,1,1,1,1,0,1,-1.5109621,-0.8927899,0
0,0.0,1,0,1.6137012,1,2,1,0,2,2,2,2,2,1,1,2,1.4786108,2.5728924,1
1,0.0,1,0,0.39209032,1,2,0,2,0,0,0,0,0,1,0,1,-0.2878795,0.046325825,0
0,0.0,0,0,-0.62591875,1,0,2,1,1,1,1,1,1,0,0,1,-1.4976677,-0.8571625,0
0,0.0,0,0,-1.0331224,1,0,0,0,2,0,0,0,0,0,1,3,-0.447412,-0.8222856,0
0,0.0,1,0,1.4508197,1,2,1,2,2,2,2,2,2,2,0,3,1.7893667,2.5200253,0
1,0.0,1,1,0.9621754,1,2,2,1,1,1,1,1,1,2,0,0,-1.3497678,-0.38835514,0
0,0.0,1,1,0.22920887,1,0,2,1,1,1,1,1,1,1,0,3,-1.4777261,-0.67659724,0
0,0.0,1,1,1.6137012,1,2,1,2,2,2,2,2,2,2,1,2,1.6863353,2.712113,0
0,0.0,0,0,0.6364125,1,2,2,1,1,1,1,1,1,1,0,1,-1.3198555,-0.4902266,0
0,0.0,1,0,0.799294,1,2,1,2,2,2,0,2,2,0,1,2,1.4736253,1.4860355,0
0,0.0,1,1,0.10704778,1,0,2,1,1,1,1,1,1,1,0,3,-1.4993294,-0.69449925,0
1,0.0,1,0,1.4100994,1,2,1,0,2,2,2,2,2,2,1,0,1.5467443,2.3333454,0
0,0.0,0,0,-1.2774446,0,1,0,2,0,0,0,0,0,0,0,3,-1.1586611,-0.99421984,0
1,0.0,0,0,0.84001434,1,0,1,0,2,0,2,0,0,0,1,3,0.52640104,0.912178,0
1,0.0,1,1,0.066327415,1,0,2,1,1,1,1,1,1,0,0,3,-1.4611082,-0.72668314,0
0,0.0,0,0,-1.1960039,0,1,0,0,0,0,0,2,0,0,0,1,-0.9825106,-0.9593209,1
0,0.0,1,0,-1.2774446,1,0,1,0,0,0,0,2,0,0,0,2,0.46657634,-0.9726315,1
1,0.0,0,0,-0.54447806,1,0,1,0,0,2,2,2,0,0,0,3,0.8371571,-0.26467457,0
0,0.0,1,0,1.1250569,1,2,1,2,2,2,2,2,2,2,1,0,1.7046151,2.0502245,0
1,0.0,0,0,-0.8702409,1,0,2,1,1,1,1,1,1,2,0,1,-1.5026531,-0.9089039,0
0,0.0,0,0,0.59569216,1,2,1,0,2,2,0,2,2,0,1,2,1.3838882,1.2564659,1
1,0.0,0,0,-0.5851984,1,0,0,2,0,0,0,0,0,0,0,2,-0.5105603,-0.6212136,1
0,0.0,1,1,1.1250569,1,2,1,2,2,2,2,2,2,2,0,1,1.6780263,1.9762987,0
1,0.0,1,0,1.6137012,1,2,2,1,1,1,1,1,1,2,0,1,-1.3281645,-0.17995462,0
1,0.0,0,0,0.26992923,1,0,2,1,1,1,1,1,1,1,0,3,-1.4910206,-0.6581434,0
0,0.0,1,0,1.0843365,1,0,1,2,0,2,0,0,0,1,1,1,0.5480044,1.0408031,0
1,0.0,1,1,-1.2367243,1,0,1,0,0,0,0,0,0,0,0,3,0.17243828,-0.94389117,0
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,0,0,0,2,0.14418773,-0.97691387,1
1,0.0,1,1,-0.50375766,1,0,1,0,0,0,0,2,2,0,1,2,0.8454661,-0.22310926,1
0,0.0,0,0,-1.0738428,1,2,1,0,0,0,0,2,2,0,1,0,0.9568065,-0.7706104,1
1,0.0,0,0,1.5729809,1,2,1,0,0,2,2,0,0,2,1,1,0.7191695,1.7173929,0
0,0.0,1,0,-0.34087622,1,2,0,2,2,2,0,0,0,0,0,3,0.0511271,-0.31895453,0
1,0.0,1,0,1.4100994,1,2,1,0,0,0,0,2,2,0,1,1,0.993366,1.6763352,0
1,0.0,0,0,-1.2774446,1,0,1,0,0,0,0,0,2,0,1,3,0.53471005,-0.9717265,1
0,0.0,1,1,0.6364125,1,2,1,0,0,0,0,0,2,1,1,3,0.5745931,0.7717212,1
0,0.0,1,0,0.18848851,1,2,0,0,2,0,2,0,2,1,0,3,0.24389555,0.16620965,0
1,0.0,0,0,-0.8702409,0,1,0,0,2,2,0,0,0,0,0,3,-0.9991286,-0.83809054,0
1,0.0,1,0,-1.1960039,1,0,2,1,1,1,1,1,1,0,1,1,-1.4694172,-0.9848384,1
0,0.0,1,0,-0.5851984,1,0,1,0,0,2,0,2,2,0,1,1,1.0365727,-0.23681721,0
1,0.0,1,1,0.71785325,1,0,0,0,0,0,0,0,0,1,1,0,-0.6634456,-0.022545014,0
0,0.0,1,1,1.4100994,1,2,1,2,0,2,2,2,2,1,1,2,1.4835961,2.2072587,0
0,0.0,1,0,-0.30015585,1,0,0,2,2,0,2,0,2,0,1,3,0.20899782,-0.19611278,0
0,0.0,0,0,-1.2367243,1,2,1,0,0,2,0,0,0,0,1,2,0.45826736,-0.94139683,1
1,0.0,0,0,-0.9516817,1,0,2,1,1,1,1,1,1,0,0,1,-1.4976677,-0.9276447,0
0,0.0,0,1,-0.91096133,0,1,0,2,2,0,2,0,0,1,0,3,-0.81466913,-0.82577324,0
0,0.0,1,0,1.5322605,1,0,2,1,1,1,1,1,1,2,0,1,-1.4926823,-0.42098048,0
1,0.0,0,0,-0.9516817,1,0,0,2,0,2,2,0,2,0,1,0,0.11593718,-0.7527084,0
0,0.0,0,0,-1.1552835,1,0,2,1,1,1,1,1,1,0,1,1,-1.4827116,-0.9772008,0
0,0.0,0,0,-1.2367243,1,0,0,2,0,0,0,0,0,0,0,3,-0.45904458,-0.95309603,0
0,0.0,0,1,-1.2774446,1,0,1,0,0,0,0,0,2,0,0,2,0.46159095,-0.97269773,1
1,0.0,0,0,-0.54447806,0,1,0,0,0,0,0,0,0,0,1,0,-1.3165318,-0.80065304,0
1,0.0,1,1,-1.0331224,1,0,2,1,1,1,1,1,1,0,1,0,-1.479388,-0.9302936,0
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,2,-0.7265939,-0.9884806,1
1,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,0,2,-0.6900344,-0.98799497,0
0,0.0,1,1,-0.9516817,1,0,2,1,1,1,1,1,1,1,0,3,-1.479388,-0.9313311,0
0,0.0,0,0,-1.1960039,0,1,0,2,0,0,2,0,0,0,0,3,-1.0140848,-0.9458999,1
0,0.0,0,0,-0.9516817,0,1,0,2,0,2,2,2,2,0,0,3,-0.20811324,-0.76908726,1
0,0.0,0,0,-1.1145631,1,0,0,2,0,2,0,0,0,0,0,1,-0.29785028,-0.8747996,0
0,0.0,1,1,0.9621754,1,0,1,0,0,0,0,2,2,1,0,0,0.8022593,1.1858512,0
0,0.0,0,1,-0.5851984,1,2,0,2,0,0,0,0,0,0,0,3,-0.23636378,-0.56916314,0
1,0.0,0,0,0.6771329,1,2,1,0,0,0,0,2,2,0,1,2,1.0448817,1.0755917,1
1,0.0,1,0,1.5322605,1,2,0,2,2,2,2,2,0,2,0,3,0.47820893,1.4368325,0
0,0.0,0,0,1.6137012,1,2,1,0,2,2,2,2,2,2,1,1,1.4387276,2.4390357,0
0,0.0,0,0,-1.0738428,1,0,1,0,0,2,0,0,0,0,0,2,0.32033822,-0.8157737,1
1,0.0,1,0,-0.62591875,1,2,1,0,0,0,0,2,2,0,1,2,0.9983514,-0.31698993,0
1,0.0,1,0,-0.1372744,0,1,0,0,0,0,0,2,2,0,1,2,-0.62688607,-0.4191925,0
0,0.0,1,0,-1.0738428,1,2,1,0,2,2,0,2,2,0,1,2,1.3473288,-0.76672536,1
1,0.0,1,0,1.247218,1,2,1,0,0,2,0,2,2,2,0,2,1.2575917,1.7724675,0
1,0.0,1,0,-0.66663915,1,2,1,0,0,0,0,0,0,0,1,0,0.30205846,-0.44047183,1
1,0.0,0,0,1.0843365,1,0,0,0,0,2,0,0,2,1,1,0,-0.1133908,0.60199434,0
0,0.0,0,0,-1.1960039,1,0,0,0,0,2,0,2,0,0,0,2,-0.23968738,-0.9361432,0
0,0.0,0,0,-0.992402,0,1,0,0,2,0,0,0,0,0,1,3,-1.1802645,-0.90722626,0
0,0.0,1,0,-1.0331224,1,2,1,0,0,0,0,0,2,0,1,2,0.657683,-0.7218489,1
0,0.0,0,0,1.4508197,1,0,2,1,1,1,1,1,1,2,0,1,-1.5009913,-0.37096083,0
0,0.0,1,1,1.4508197,1,2,1,2,0,2,2,2,2,2,0,1,1.5617006,2.3086667,0
0,0.0,1,0,0.799294,1,2,1,0,2,2,0,2,2,1,1,2,1.3872119,1.4745128,0
1,0.0,1,1,1.6137012,1,2,1,2,2,0,2,2,2,2,1,1,1.427095,2.4890113,0
0,0.0,1,0,-0.015113308,1,0,2,1,1,1,1,1,1,1,0,3,-1.5109621,-0.7455343,0
0,0.0,1,0,1.6137012,1,0,2,1,1,1,1,1,1,2,0,0,-1.4860351,-0.37890747,0
