gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Predicted,Churn_Probability,Risk_Segment,Retention_Offer,Priority_Score,Communication_Channel,Channel_Cost,Channel_Effectiveness,Channel_Score,Test_Group
0,0.0,1,0,-0.4630373,1,2,1,2,0,2,0,2,2,0,1,0,1.3174164,-0.036054295,1,1,0.6597,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,66.0,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.4630373,1,2,1,0,2,0,0,2,2,0,0,1,1.1661929,-0.12774964,0,1,0.6604,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,66.0,SMS,1.0,0.25,4,Control
1,0.0,1,0,-1.2774446,0,0,1,0,0,0,2,2,0,0,0,2,0.66599196,-0.9699826,1,1,0.6605,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,66.0,SMS,1.0,0.25,3,Treatment
0,0.0,1,0,-0.34087622,1,2,1,0,0,0,0,2,2,0,1,2,0.9568065,-0.007887887,1,1,0.6587,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.9,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.91096133,1,0,1,2,2,2,0,2,2,0,0,2,1.3174164,-0.52998185,1,1,0.6589,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.9,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.21871513,1,2,1,0,0,0,0,0,2,0,1,2,0.68094814,0.0023544433,1,1,0.6594,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.9,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-1.1552835,1,0,1,0,0,0,0,2,0,0,0,3,0.46989995,-0.87508655,0,1,0.6588,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.9,SMS,1.0,0.25,4,Control
1,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,0,0,0,1,2,0.18407086,-0.943847,0,1,0.6579,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.8,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.1960039,1,0,1,0,0,0,0,0,0,0,1,2,0.18739446,-0.9170492,1,1,0.658,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.8,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.0738428,1,0,1,0,0,0,0,2,0,0,1,1,0.5230774,-0.8029929,1,1,0.658,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.8,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.34087622,1,0,1,0,0,0,2,2,2,0,1,2,1.0382345,-0.070401415,1,1,0.6574,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.7,Email,0.5,0.15,4,Treatment
1,0.0,1,1,-0.992402,1,0,1,0,0,2,0,2,2,0,1,2,0.9966896,-0.67209417,0,1,0.6566,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.7,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.50375766,1,2,1,0,2,2,0,0,2,0,1,2,0.9750862,-0.2205266,1,1,0.6569,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.7,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-1.1145631,1,0,1,0,0,0,2,2,0,0,1,2,0.69756615,-0.79950523,1,1,0.6567,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.7,Email,0.5,0.15,4,Control
0,0.0,1,0,-0.992402,1,0,1,0,2,2,0,2,2,0,0,2,1.2093996,-0.6352968,1,1,0.6556,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.6,SMS,1.0,0.25,4,Control
0,0.0,0,0,-1.1552835,1,0,1,0,0,0,0,0,0,0,1,2,0.17908546,-0.88894904,1,1,0.6548,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.5,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.91096133,1,0,1,0,0,0,0,0,2,0,1,2,0.4815325,-0.65708387,1,1,0.6552,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.5,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.1960039,1,2,0,0,0,0,0,2,0,0,1,2,-0.14995034,-0.9321478,0,1,0.6539,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.4,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.17799476,1,2,1,0,2,2,0,2,2,0,1,2,1.3606231,0.3079688,1,1,0.6538,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.4,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.74807984,1,2,1,0,0,0,0,0,0,0,1,2,0.33861798,-0.549716,1,1,0.6545,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.4,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.1552835,1,2,1,0,2,0,0,0,0,0,0,3,0.51643026,-0.8642924,0,1,0.6531,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.3,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.8295206,0,2,1,0,0,2,0,2,0,0,0,2,0.82386273,-0.5563382,0,1,0.6529,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.3,SMS,1.0,0.25,3,Treatment
1,0.0,1,1,-1.2774446,1,1,0,0,2,0,0,0,0,0,0,2,-1.1486903,-0.9940874,1,1,0.6525,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.2,SMS,1.0,0.25,4,Control
0,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,1,3,-1.4910206,-0.99863464,1,1,0.6523,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.2,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-0.62591875,1,2,1,2,0,2,0,2,2,0,1,2,1.3107692,-0.23770016,1,1,0.652,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.2,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.4630373,1,2,1,0,2,0,0,0,0,0,1,2,0.5845639,-0.18942437,1,1,0.652,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.2,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.78880024,1,2,1,0,2,2,2,0,0,0,1,2,0.81887734,-0.50751054,1,1,0.6521,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.2,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.91096133,1,2,1,0,2,0,0,0,0,0,1,0,0.52972466,-0.6591809,1,1,0.6509,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.1,Email,0.5,0.15,4,Treatment
0,0.0,1,0,0.47353107,1,2,1,0,0,0,0,2,2,0,1,2,1.0415581,0.91924167,1,1,0.6508,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.1,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.9516817,1,2,1,0,0,0,0,0,0,0,1,2,0.36853033,-0.6875018,0,1,0.6509,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.1,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.9516817,1,2,1,0,0,0,0,0,0,0,1,2,0.3818247,-0.7050727,0,1,0.6509,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.1,Email,0.5,0.15,4,Treatment
0,0.0,1,0,-0.17799476,1,2,1,0,0,2,2,2,2,0,1,2,1.3307108,0.33734927,1,1,0.65,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.0,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.30015585,1,2,1,0,0,0,0,2,2,0,1,0,0.9950278,0.035399202,1,1,0.6497,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.0,Email,0.5,0.15,4,Treatment
0,0.0,1,0,-1.2774446,1,1,0,0,0,0,0,0,2,0,1,2,-0.9891578,-0.99196833,0,1,0.6498,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.0,Email,0.5,0.15,4,Treatment
0,0.0,1,0,-1.1960039,1,0,1,0,0,0,2,2,0,0,1,3,0.63607967,-0.8893684,1,1,0.6498,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.0,Email,0.5,0.15,4,Control
0,0.0,0,0,-1.0738428,1,2,1,2,0,0,0,0,0,0,0,2,0.47488534,-0.8155972,1,1,0.6496,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.0,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.2774446,1,2,0,0,0,0,0,0,0,0,0,3,-0.47233894,-0.9851033,1,1,0.6496,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,65.0,SMS,1.0,0.25,4,Treatment
0,0.0,1,1,-0.30015585,0,2,1,0,0,2,0,0,2,0,1,2,0.80890656,0.038180526,1,1,0.6491,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.9,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.2367243,1,0,0,0,0,0,0,0,0,0,0,2,-0.65181303,-0.96393436,1,1,0.6487,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.9,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.2367243,1,2,1,0,0,2,0,0,0,0,0,3,0.52640104,-0.93863755,1,1,0.6493,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.9,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.30015585,1,2,1,0,2,0,0,2,0,0,0,2,0.80392116,0.0040982882,1,1,0.6479,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.8,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.78880024,1,2,1,0,0,0,2,2,2,0,1,2,1.1961052,-0.42764682,0,1,0.6475,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.8,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.91096133,1,2,1,0,2,0,0,0,0,0,1,1,0.53969544,-0.6462676,1,1,0.6473,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.7,Email,0.5,0.15,4,Treatment
0,0.0,0,0,0.35136998,1,2,1,0,2,2,0,2,2,0,1,2,1.3174164,0.8176351,0,1,0.6466,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.7,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.91096133,1,2,1,0,2,0,0,0,0,0,0,0,0.50812125,-0.6406829,1,1,0.6473,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.7,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,-0.992402,1,2,1,0,2,0,0,0,0,0,0,1,0.5280628,-0.727831,1,1,0.6473,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.7,SMS,1.0,0.25,4,Control
1,0.0,0,0,-1.1960039,1,0,1,0,0,0,0,2,0,0,1,2,0.4815325,-0.88928014,1,1,0.6458,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.6,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.992402,1,0,1,2,0,0,2,2,2,0,0,1,1.181149,-0.63995445,1,1,0.6455,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.6,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,2,0,1,3,-0.332748,-0.98324907,1,1,0.6458,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.6,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.7073595,1,0,1,2,2,0,0,2,2,0,1,1,1.141266,-0.37769338,1,1,0.6455,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.6,Email,0.5,0.15,4,Treatment
0,0.0,0,1,-0.8295206,1,2,1,0,2,2,0,2,2,0,0,2,1.3473288,-0.44424647,0,1,0.645,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.5,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.1552835,0,0,1,0,0,2,0,0,2,0,1,2,0.70753694,-0.8714002,0,1,0.6438,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.4,Email,0.5,0.15,4,Control
1,0.0,0,0,-0.2594355,1,2,1,0,0,0,0,2,2,0,1,2,0.95846826,0.05394135,0,1,0.6441,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.4,Email,0.5,0.15,4,Control
0,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,0,0,0,0,0,0.18074726,-0.9562305,1,1,0.6426,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.3,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.2367243,1,0,1,0,0,0,0,0,0,0,1,2,0.16745289,-0.9426771,0,1,0.6431,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.3,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.50375766,0,2,1,0,0,0,2,2,2,0,0,3,1.1229862,-0.11035533,0,1,0.6431,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.3,SMS,1.0,0.25,3,Treatment
0,0.0,0,0,-1.1960039,1,0,1,0,0,0,0,0,0,0,1,2,0.16911468,-0.9191904,0,1,0.6432,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.3,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.015113308,1,2,1,0,0,0,0,2,2,0,0,1,1.0432199,0.32551762,1,1,0.6434,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.3,SMS,1.0,0.25,4,Treatment
1,0.0,1,0,-1.0331224,1,0,1,0,0,0,0,2,2,0,1,2,0.80558294,-0.7401262,0,1,0.6417,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.2,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.7073595,1,0,1,0,2,2,0,2,2,0,1,2,1.2127233,-0.36407375,1,1,0.6416,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.2,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.1145631,1,0,1,0,0,0,2,0,2,0,0,1,0.68593353,-0.8193939,1,1,0.6409,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.1,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,-0.30015585,1,2,1,0,0,2,2,2,2,0,1,0,1.3356962,0.12563767,1,1,0.6407,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.1,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-0.62591875,1,2,1,0,0,0,0,0,2,0,0,2,0.68759537,-0.36656812,1,1,0.6405,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.0,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.0331224,1,0,1,0,0,2,0,0,0,0,1,2,0.34526518,-0.7756432,0,1,0.6402,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.0,Email,0.5,0.15,4,Control
0,0.0,0,0,-0.9516817,1,0,1,0,0,0,0,2,2,0,0,0,0.86540765,-0.6499319,1,1,0.6399,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.0,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.2774446,1,0,1,0,0,0,2,2,2,0,0,2,1.0332491,-0.9651043,0,1,0.6395,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,64.0,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,0.10704778,1,2,1,0,0,2,0,2,2,0,0,2,1.2177086,0.53612554,1,1,0.6388,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.9,SMS,1.0,0.25,4,Treatment
1,0.0,1,0,0.10704778,0,2,1,0,0,2,0,2,2,0,1,2,1.197767,0.5101665,0,1,0.6388,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.9,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.992402,1,0,1,0,2,0,0,2,0,0,0,2,0.7424346,-0.69238013,0,1,0.6389,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.9,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.9516817,1,0,1,0,0,0,0,0,2,0,0,2,0.5330482,-0.6926009,1,1,0.6393,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.9,SMS,1.0,0.25,4,Control
0,0.0,0,0,-0.9516817,1,2,1,0,0,0,0,0,0,0,1,1,0.34692696,-0.7275882,0,1,0.6376,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.8,Email,0.5,0.15,4,Treatment
0,0.0,0,0,0.10704778,1,2,1,0,0,2,0,2,2,0,1,2,1.1794872,0.54994386,1,1,0.6376,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.8,Email,0.5,0.15,4,Treatment
1,0.0,0,1,-1.1552835,1,2,1,0,0,0,2,0,0,0,1,1,0.5330482,-0.8606502,1,1,0.6378,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.8,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,2,0,0,1,3,-0.37263113,-0.9837789,1,1,0.6381,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.8,Email,0.5,0.15,4,Control
0,0.0,0,0,-0.8702409,0,0,1,0,2,0,0,2,2,0,1,2,1.0049986,-0.5128303,1,1,0.6369,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.7,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-0.3815966,1,2,1,0,2,2,0,2,2,0,1,2,1.3190782,-0.042853083,0,1,0.6371,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.7,Email,0.5,0.15,4,Control
1,0.0,0,0,-1.1552835,1,1,0,0,0,2,0,0,0,0,0,2,-1.1669701,-0.95510477,1,1,0.6369,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.7,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.62591875,1,0,1,0,2,0,0,2,0,0,1,2,0.62444705,-0.4206273,0,1,0.6371,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.7,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.2774446,1,0,0,0,2,0,0,0,0,0,1,2,-0.47233894,-0.9851033,1,1,0.636,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.6,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.1372744,1,2,1,0,0,0,0,0,2,0,1,2,0.6693156,0.10343123,0,1,0.6359,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.6,Email,0.5,0.15,4,Treatment
0,0.0,1,1,-1.1552835,1,0,1,0,0,0,0,0,2,0,0,2,0.53471005,-0.87376213,1,1,0.6362,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.6,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.5851984,0,2,1,0,0,0,0,2,2,0,1,2,1.0199548,-0.23370478,1,1,0.6356,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.6,Email,0.5,0.15,4,Treatment
0,0.0,1,0,-1.2367243,1,0,1,0,0,0,0,0,0,0,0,1,0.18739446,-0.93907905,0,1,0.6342,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.4,SMS,1.0,0.25,4,Control
0,0.0,0,0,-1.1552835,0,2,1,0,0,0,0,0,0,0,1,2,0.35191235,-0.8581558,1,1,0.6339,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.4,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-1.0331224,1,0,1,0,0,0,0,2,0,0,0,3,0.51643026,-0.77489275,1,1,0.6335,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.4,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-1.1145631,0,0,1,0,0,0,0,2,0,0,0,2,0.51310664,-0.8377815,0,1,0.6345,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.4,SMS,1.0,0.25,3,Control
1,0.0,1,1,-0.54447806,1,2,1,0,0,2,2,2,2,0,0,2,1.2808568,-0.11885382,1,1,0.6329,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.3,SMS,1.0,0.25,4,Treatment
1,0.0,1,0,-1.1960039,1,0,1,0,0,0,0,0,0,0,1,2,0.18407086,-0.91521704,1,1,0.6329,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.3,Email,0.5,0.15,4,Treatment
0,0.0,1,0,-1.2367243,1,0,1,0,0,0,0,0,0,0,1,2,0.15083492,-0.93952054,0,1,0.6333,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.3,Email,0.5,0.15,4,Treatment
0,0.0,1,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,0,2,-0.6235625,-0.98711205,1,1,0.6325,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.2,SMS,1.0,0.25,4,Treatment
0,0.0,1,1,-0.50375766,1,2,1,0,2,2,0,2,2,0,0,0,1.3656086,-0.018659992,1,1,0.6316,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.2,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.1960039,1,1,0,0,0,2,0,2,0,0,1,3,-0.81799275,-0.9496966,1,1,0.6323,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.2,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-1.1552835,0,2,1,0,0,0,0,0,0,0,1,2,0.33861798,-0.8711353,1,1,0.632,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.2,Email,0.5,0.15,4,Control
0,0.0,0,0,-1.2774446,1,0,0,0,0,0,0,0,0,0,1,2,-0.6302097,-0.9872003,1,1,0.6325,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.2,Email,0.5,0.15,4,Treatment
1,0.0,1,0,0.55497175,1,2,1,0,0,2,0,2,2,0,1,2,1.132957,1.0078908,0,1,0.6307,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.1,Email,0.5,0.15,4,Treatment
1,0.0,1,1,0.6771329,1,2,1,0,0,2,0,2,2,0,1,2,1.1645311,1.1436679,1,1,0.6307,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.1,Email,0.5,0.15,4,Treatment
1,0.0,0,0,0.7585736,1,2,1,0,0,2,0,2,2,0,0,2,1.0980592,1.1617023,1,1,0.6307,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.1,SMS,1.0,0.25,4,Treatment
1,0.0,1,0,0.59569216,1,2,1,0,0,2,0,2,2,0,1,2,1.1728401,1.1430498,1,1,0.6307,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.1,Email,0.5,0.15,4,Control
1,0.0,0,0,-0.50375766,1,2,1,0,0,0,0,2,0,0,0,2,0.68094814,-0.24167348,1,1,0.6313,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.1,SMS,1.0,0.25,4,Treatment
0,0.0,1,1,-1.2774446,1,0,0,0,0,2,0,0,0,0,1,3,-0.47566256,-0.9851475,1,1,0.6297,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,63.0,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.4630373,1,2,1,0,0,0,0,0,2,0,1,2,0.64272684,-0.24037112,0,1,0.6294,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.9,Email,0.5,0.15,4,Treatment
1,0.0,1,0,0.55497175,0,2,1,0,0,2,0,2,2,0,0,2,1.2044142,1.0587271,1,1,0.6286,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.9,SMS,1.0,0.25,3,Control
1,0.0,1,0,-0.9516817,1,0,1,0,2,2,0,0,0,0,1,2,0.50313586,-0.67997456,1,1,0.6286,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.9,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.91096133,1,2,1,0,0,0,0,0,0,0,1,3,0.3120292,-0.6490269,1,1,0.629,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.9,Email,0.5,0.15,4,Treatment
1,0.0,1,0,-1.1145631,1,1,0,0,0,0,0,0,0,0,1,2,-1.323179,-0.96309555,1,1,0.6292,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.9,Email,0.5,0.15,4,Control
1,0.0,1,0,-0.91096133,1,0,1,0,0,0,0,2,0,0,0,2,0.5047977,-0.6289837,1,1,0.6291,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.9,SMS,1.0,0.25,4,Treatment
0,0.0,0,0,-0.992402,1,2,1,0,0,0,0,2,2,0,1,0,1.0266019,-0.6639047,1,1,0.6291,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.9,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-0.42231694,1,2,1,0,0,0,0,2,2,0,1,1,0.993366,-0.0783039,1,1,0.6287,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.9,Email,0.5,0.15,4,Control
1,0.0,0,0,-0.50375766,1,2,1,0,0,0,0,2,0,0,0,2,0.6510358,-0.23694965,0,1,0.6294,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.9,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-0.78880024,1,2,1,0,2,2,0,2,2,0,0,2,1.4005063,-0.4051093,1,1,0.6278,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.8,SMS,1.0,0.25,4,Treatment
1,0.0,0,0,-1.1960039,1,0,1,0,0,2,2,2,0,0,0,3,0.7839796,-0.8917303,1,1,0.6277,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.8,SMS,1.0,0.25,4,Control
1,0.0,0,0,-0.54447806,1,2,1,0,0,2,0,0,0,0,1,2,0.5014741,-0.3576723,1,1,0.6285,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.8,Email,0.5,0.15,4,Treatment
0,0.0,0,0,-0.66663915,1,2,1,0,0,0,0,2,0,0,0,2,0.6643302,-0.41135624,1,1,0.6278,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.8,SMS,1.0,0.25,4,Treatment
0,0.0,1,0,-0.66663915,1,2,1,0,0,0,0,2,0,0,1,2,0.67097735,-0.39895064,1,1,0.6278,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.8,Email,0.5,0.15,4,Treatment
0,0.0,1,0,-1.2367243,1,0,1,0,2,2,0,0,0,0,1,0,0.4964887,-0.934576,1,1,0.6276,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.8,Email,0.5,0.15,4,Treatment
1,0.0,1,0,0.025607055,1,2,1,0,0,0,0,2,2,0,1,2,0.9883806,0.36361733,1,1,0.6271,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.7,Email,0.5,0.15,4,Treatment
1,0.0,0,0,-1.2774446,1,0,2,1,1,1,1,1,1,0,0,3,-1.4910206,-0.99863464,0,1,0.627,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.7,SMS,1.0,0.25,4,Treatment
1,0.0,1,0,-0.7073595,1,2,1,0,0,2,2,2,2,0,1,2,1.2858423,-0.3276296,0,1,0.6266,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.7,Email,0.5,0.15,4,Control
1,0.0,0,1,-0.8702409,1,2,1,0,0,2,0,0,0,0,1,3,0.4399876,-0.6313677,0,1,0.6257,Medium Risk,Offer month-to-month to 1-year contract switch with 10% discount,62.6,Email,0.5,0.15,4,Control
